text,label
等老太婆动不了啦就好好侍候她…,1
死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆死老太婆,1
你的两桶鼻恶心到我了 赔钱吧,1
活该，就让你父母跟她姓都没毛病，谁逼着你当倒插门的，活该,1
打死都不走，五百万都能拿不如多加一点,1
老太婆你这么作，想把他俩拆散伙,1
打死也不当上门女婿！就是受气包！,1
不可否认他妈的重庆人就是这样，我一段感情就是败在重庆我那时候多卑微也许只有我能感觉出来，我特么结婚去他家卑微得很，我踏马哎想想就难受说我家里怎么怎么，还让我在重庆定居啥玩意，还要只能写他名字，我凭什么我家里拿的钱不写我名字为什么要单独写他名字，对我家里所有人不尊重为什么要表示我干啥要对你家尊重，不是说我买不起那个房子，难道我在武汉买房子比你们重庆差，我特么一气之下说不可能在重庆买房当上门女婿，这辈子打死不谈重庆女，,1
这老太婆为什么总是狗改不了吃屎，永远不懂感恩,1
不是真丢人，而是真幸福,1
这个老太婆不要脸,1
你还知道丢人啊，二十年的时间啊,1
该死的老太婆,1
没有车 没有房 是你自己无能,1
这老女人该死,1
帅哥做的非常正确打死她她不是人。把她的头按进盒子里面等她吃够,1
我滴妈评论区真恶心啊一群人对着一个未成年开黄腔,1
捉鬼放鬼就是你家那个老太婆，小颖不要相信你妈，阿兵是个好男人,1
这个老太婆不讲道理,1
恶毒的老女人,1
真不想看到这个老太婆太可恶,1
这老太婆太坏了，不是人呀,1
好多不要脸的贱女人听到会钻进屎坑里去,1
死老太婆 张口闭口上门老 有本事你生个儿子出来啊 还欺负人家,1
丈母娘坏骨头里去，会遭报应的。,1
阿斌，这个丈母娘，每次都说改，就是狗改不了吃屎,1
别出来恶心人,1
我称之为抠搜之王，活该打八辈子光棍,1
死老太婆,1
活该被揍,1
这个老婆可以不要！打光棍也不要这样恶毒女人做老婆！这女丈母娘,1
这个老太婆你要是心疼你闺女的话直接去你闺女家里住呗，可惜人家不要你,1
跪长辈不丢人，那是孝道，如果是跪其他人，坚决不能跪，新娘态度也不行，这婚姻结果会好吗,1
楼下评论区那些条件能卷死我，活该我嫁不出去,1
父背无能就这样,1
死老太婆,1
这个死日的老太婆眼睛瞎了，自作自受活该,1
话活该。,1
怎么坏的老太婆，搬出去算了,1
这老婆子太坏了，真不得好死,1
这个老太婆真该死,1
阿斌就是个窝囊废,1
新婚都没有得到老婆，这样没用的男人活该给别人当牛做马干话,1
这个老太婆命不长了,1
死老太婆,1
解决离婚着种男人是狗改不了吃屎的好吃懒做它就没想工作的心之想叫别人养它,1
母老虎趴在牛背上，甩不下来。,1
这个老婆子是谁？怎么天天在说三道四,1
没后的人，做事太恶心啦！,1
哦，狗改不了吃屎，千万别原谅,1
这个女人活该，,1
这个老太婆好过分呐,1
老太婆太坏了,1
老太婆活该,1
自己活该，男人赶紧离婚这样的女人不值得,1
还好是拍戏是实上根本没这样的坏老太婆一点素质也没有，,1
这个老太婆，太厉害了，活该没有生出儿子，啊斌开离开吧，啊斌快带你老婆离开这个家吧，这个老太婆过分很,1
我觉得老太婆一点都不错 有本事自己赚钱啊 自己用啊 老太婆死活你都不用管的,1
记住  爹有娘有 不如自己有 别人的一切始终是别人的  打死劳资都不当上门女婿 最后 分开的时候 就只有背一个烂包包悄悄的离开 呵呵,1
这个老太婆太坏了，要是我要她好看,1
你跟你老婆俩搬出去住不行吗？非要跟这个死老太婆住一起。,1
丢人现眼,1
你还是个男人吗？就不要这样惯着个老太婆,1
打死不要做上门佬,1
你这个死老太婆！太不讲道理！,1
这个老太婆好烦，真不讲理，,1
何必那么懦弱，不懂,1
评论区是真恶心🤢一群大老爷们撩一个未成年少女,1
这个老太婆太讨厌了,1
这种死老太婆我还以为你逼本事有多大呢。恶毒的老太婆。,1
做上门女婿没啥丢人的，没有上进心，好吃懒做无所事事这样的男人才丢人。把媳妇照顾好，把孩子养大。,1
我看到这个死老太婆太很毒,1
活该，不要给他机会,1
上门就要受窝囊气?怎么，打老丈人死了要进油锅吗,1
老妖精，活该，,1
这个老太婆真的很过份,1
上门这辈子都不可能，我的子孙后代都不可能，丢人现眼的,1
这个死老太婆 看着就来气,1
狗改不了吃屎离婚最好,1
"太恶心了叫女婿上门老
上门女婿是用欺负的",1
这样仗母娘该死,1
这老太婆太坏了，你想想你老了怎么办？这个孩子这么懂事，怎么孝顺？,1
这个老太婆太偏心了,1
这个老太婆偏心什么都偷给小女儿，坏得要死,1
这种男人活该,1
这死老太婆没事找事，无事生非，总是上门老，上门老，别人要说自己听了都不高兴，就怪你自己生不到儿子,1
活该，自以为是了不起的，！,1
这个老太婆太可恶了,1
老太婆太坏了，不能惯着她,1
我是废物谈不到这样的,1
活该渣男,1
这个老太婆烦死了,1
阿斌太善良太软弱了，那种人就不能惯着,1
狗改不了吃屎，千万别给这个畜牲机会………让他滚远一点,1
你们都找上面女婿，看我行不，行的话我就回家跟我家母老虎商量一下,1
入赘难道不丢人吗？就是嫁到女方了。怎么不丢人了，搞不好还挨打，真的劝一句兄弟们别入赘。让兄弟我来，我没事我抗揍。,1
这老太婆真的太坏太坏,1
男人最基本的模样都丢了，丢人现眼,1
这个死老太婆不怪你女儿，不理你,1
确实窝囊，难怪被看不起，换成我直接把桌子翻了，大家都别吃。然后走人,1
男人演得太窝囊了,1
打的好，打死他,1
这个老太婆干不了的，干了太阳从西边出来,1
这男的感觉真窝囊,1
滚，活该你单身,1
我竟然心动了！我这该死的虚荣心！,1
上什么门，一辈子光棍都不上门受这窝囊气,1
这个丈母娘太恶心了,1
这种老太婆给他送到养老院去了，神经病院去,1
这老妖婆也太恶毒了,1
阿斌不能跟那恶毒的丈母娘一起过,1
怎么又是这个老太婆上次看了个她和她女儿,1
这个女人会招报应的,1
死老太婆死性不改，给这个老太婆两个大耳光,1
活该单身,1
这样的媳妇打死我也不会要，但要位这位丈母娘点个货,1
儿子自己才丢人，20年不看望父母,1
家境贫寒十男人无能=上门女婿。如果是我我宁愿单身到老，流泪的日子才刚刚开始哟,1
像你这样的男人上门败坏男人名声,1
看这老太婆都烦,1
阿斌要反击老太婆，她才不会欺负你,1
真恶心受不了,1
真恶心,1
这个老太婆还没有…？,1
唉！没办法这个老太婆给我的丈母娘是一个样，你就是对她再好那怕你把心掏心掏肺给她也落个没摘胆,1
那个老太婆不死的话那个家就沒有好日子过吧,1
狗改不了吃屎！,1
狗能改不吃屎吗,1
上门的男人无能,1
上门女婿多数都无能,1
这种老太婆尽可恶了,1
老太婆太恶，没良心,1
这老太婆疯了，听不懂人话。,1
老女人活该,1
我儿子今年21岁大学刚毕业，我一个寡妇无能力为儿子娶老婆，谁愿意招上门女婿,1
有啥好心疼的，女生嫁人遇到这种情况不经常有吗？入赘收彩礼的时候腰杆子不硬，受点委屈觉得受不了了，该死的大男子主义又苏醒了，呵呵,1
是有亿万家产要继承吗？凭什么男的入赘还要孩子跟他姓，跟他姓也不闲丢人，三代都买不起房，彩礼也给不起,1
叫老太婆有多远滚多远,1
这样老太婆太坏,1
如果是演戏的还可以，但是如果是真的，这个男的已经没有尊严了，丢人丢到家了,1
小雪你这老婆子真不是个人，不旦其负你还其负你奶奶,1
打死不做上门女婿,1
阿斌是太软弱了还是演戏？,1
窝囊废才当上门女婿，,1
这个老女人真环，太恶毒，,1
这个死老太婆非要闹的家破人亡才能摆休,1
这个死老太婆,1
我明白了，你想让你闺女嫁个废物,1
他一笑，我一酸。去人家这么低微何苦了。这样的女婿打死也别上。,1
老太婆太坏，嘴总是骂人，没有长辈的样子，善有善报恶有恶报。,1
这个死老太婆里外不是人，如果是我早给他打上身去了，死老太婆坏透油了，,1
死老太婆 你今后老了 你的儿子不好过,1
我看你是真的丢人,1
我堂哥也是这么想的，要求女方不物质，不图他钱，长的还要漂亮！生活方面还要AA!真心无语，只想说他活该单身,1
真的窝囊,1
这种男人真恶心，一分钟都不想聊。,1
直接离婚，不要调，这样的男人狗改不了吃屎💩,1
打死不上门,1
活该，自食其果，老来凄凉，自己找的,1
这样废物也配称为男人，哎丢男人脸,1
这老太婆是狗改不了吃屎：,1
兄弟。咱不受这个窝囊气。把你媳妇和前夫的孩子狠打一顿。立马离婚。挺起胸膛,1
无能之子，不点赞,1
老太婆看钱和礼物,1
这老太婆太坏了,1
这个死老太婆真坏,1
老太婆要死老太婆太坏。要死,1
有被恶心到,1
死老太婆,1
我发现现在好多女人都在作死的边缘徘徊，又想要自己男人宠又还想要自由空间玩。我身边就有一例子，去年有一个人丢两个孩子给她老公就走了现在又想回来找我朋友复合。早干嘛去了我只想说且行且珍惜,1
我感觉有点活该,1
死老太婆子欺负老实姑爷，不得好死,1
你老太婆心眼不好使，,1
每日一问，有没有要废物的,1
狗改不了吃屎，不要原谅,1
说人家遭雷，这老太婆可能要被雷打,1
这老太婆太坏了,1
窝囊废,1
真的是给男人们丢脸哦,1
难怪这样的恶毒的女人，生不儿子。太恶毒了。,1
死老太婆害人害已,1
把那老太婆又演的太年轻了,1
你是个男人不！是男人就打死他！这种女人还要吗？,1
哈哈。这个男的真的有点恶心。你别说你是男人,1
这个恶毒婆婆真坏，太偏心，娘家送小雪的东西还想独吞真不要脸,1
这样的婆婆太可恶心了，媳妇这么好都不珍惜,1
是有好多遗产可以继承，丢脸,1
老的多恶心呀！别跟我说爱情。口臭，尸臭。不为钱谁会选择老头？,1
你真给你们男人丢脸,1
去吃软饭，不丢人，有钱花,1
三观正的女生还是很多的，毕竟不是所有女生都会蠢到跟自己未来过不去,1
"卖农药这个老太婆吃，该死的老巫婆活在世界有何""用，这个废物",1
最好离了、我看你好几期、过🉐️太窝囊了、这样受气你还顶得住,1
这样对我会让我打死,1
不丢人 不丢脸  不丢分 这是人之常情 人心所向的好事,1
活该绝户,1
这该死的妇道，我一刻都不想守了。从前车马太慢，一生只爱一人。现如今5G太快，一分钟爱上了好几个,1
把她分开，这老太婆真坏,1
打死不做上门女婿。俺弟兄五人没让一人去做上门婿感谢爹妈为儿操心。遇上这样向丈人离开吧看着让人心酸泪奔了为比表示同情,1
我不理解 可能人跟人确实不同 上门女婿是他自己选择的 作为儿媳被欺负也是自己无能  人都会犯错 选择错了 那就及时止损  被这个家庭欺辱 居然还在这苟延残喘 难道不都是自己选择的么 既然心甘情愿 就不要说自己多苦,1
不想看到这个老太婆，坏得很,1
这个老太婆要阿斌去的，乱说话。,1
简直是一个二百五，好日子不过，那么蠢的真少了,1
这种人是狗改不了吃屎的，可别信,1
你这个死老太婆太坏了,1
这个老太婆死性不改,1
女孩没用无能，,1
太窝囊废了,1
这就是活该活该,1
这该死的荷尔蒙,1
男人不能这么窝囊，男人要有男人的底线,1
死老太婆怎么不被车子撞死死咯,1
窝囊废才做上门女婿，我们村没有一个上门女婿，但是有十几个外人来我们村做上门女婿,1
十三点老太婆，要好好琢磨琢磨她，不要狗眼看人低,1
这个老太婆可能世界只有一个。,1
等他有本事才原料他，狗改不了吃屎,1
这老太婆：太坏了吧，坏透了。,1
这那个死老太婆着死,1
老女渣的报应,1
骨气呢？走人呀！！！软弱无能的男人。,1
这个老太婆怎么这样子啊,1
死老太婆偏心鬼。,1
还为他点赞，这上门女婿也太窝囊了,1
所以说！我宁愿一辈子光棍一生！打死也不做上门女婿！处处都是要顺别人的指点,1
好恶心(；一_一),1
入赘还不丢人？,1
窝囊废自己选择当狗的，我是男的也看不起这种东西，活该,1
如是真的女方家报应早晚会来的，人在做，天在看,1
这男做的对，这女人活该，,1
夫妻同心永快乐，天长地久陪到老，上门女婿不丢人，只要幸福快乐就好，聪明丈母全家会懂珍惜。,1
不要做上门姥，老太婆不知道做饭吗,1
这老太婆真烦人啊，,1
这老太婆坏得不得了啊。,1
我是他爸爸，我无能啊，让他当了上门女婿,1
这种男人是狗改不了吃屎,1
老太婆太坏了。,1
活该：这种人不要是对，打女人的男人，就是个人渣，为女方点赞,1
这老太婆难怪生不出儿子,1
狗改不了吃屎,1
死老太婆的脚手断了你。,1
自己觉得丢人.你自己乐意啊.而且你没给女方一份.人家给你二十万！收钱的时候想啥了！穷的这么理直气壮,1
老太婆活该.从今天起什么事都得自己做，这样对待上门好女婿这就是生在福中不知福的报应。,1
打死我,1
这种老人活该,1
活该不尊重老公,1
这老太婆做得太恶心，自己生不出儿子吗？左一口上门老右一口上门老，这男有骨气的，离开这个家吧！,1
死老太婆，没老人样，小颖，带着阿斌回婆家，让他老太婆自己生活,1
自己不觉得丢人还有脸说父亲丢人,1
不要拿道德绑架人，狗改不了吃屎的,1
死老太婆，你要死了,1
别尬黑十八岁清纯美丽可爱少女行吗，评论区真恶心,1
两个孤老，看了就恶心，中疯了，自己不会去做,1
活该单身,1
这个男的恶心，不安规矩做事，收钱了还不做事！！无耻！完全可以退一步商量第一个孩子睿女方，第二个再跟自己，而不是无能狂怒！,1
那怕是上门也不应该这样软弱,1
这种女的活该,1
无能是接媳妇，还是招女婿，都要当成自己亲生一样对待，必近走到一家，就是一家人，,1
男人太窝囊了,1
回贵州不受这个窝囊气。让她找好的去。要不出去打工赚钱放自己口袋里。不要忍让。你越软弱她越欺负你,1
夫妻矛盾之时但凡敢先动手，并且打男人耳光的，被打死都活该！,1
身高181     年龄25    体重130    去年下岗了！现在没工作。无不良嗜好！会抽烟。喝酒有度！彩礼可谈。你在哪，我去上门！要求太高的别看我。让我当牛做马的也别看。我是赘婿。我是废物！明白？,1
没被打死都是奇迹,1
真该死呀你们，这点软饭都要和我抢,1
确实现在的部分老人有的太不要脸了恶心,1
老太婆拍这样的视频到底想表达什么呀！是想教育人呢，还是想要所有人跟她一样，不讲道理呢,1
死老太婆,1
老太婆不知悔改！,1
你这个老婆子太坏了，你马上也要老了，你可能还不如他哟。,1
老太婆啊你不做饭嘴多不干活,1
老太婆，太坏了吧,1
宁可打光桃也不去做上门女婿被欺负还不当家人看待，让老太婆自己受点罪先。,1
这个老太婆好死去了,1
宁愿打一辈子单身汉也不要做上门女婿，做人要有底线不能总忍气吞声，就成了软弱无能别人更看不起你，只要自己为这家庭尽心尽责，他们凭什么这样对你呢！,1
够你的死，上门老，活该欺负,1
家里有个这样的死老太婆真烦人，老是叫上门佬,1
这个丈母娘真坏，早晚会遭报应的,1
再怎么说也是他的后爸，给这身份丢脸了,1
这老太婆怎么还没遭报应的？很想看她被别人欺负的样子,1
死老太婆不得fr死,1
太恶心了,1
活该没有儿子,1
这死老太婆是死性不改本性难移。,1
决不原谅老巫婆活该,1
这老太婆要死了才会改。,1
自己没本事，受气活该，打光棍。也不当上门女婿,1
这样的女人打死他,1
我不走。。。。。。。我跑起来，多犹豫一秒我都该死,1
上门女婿，日子久了，妻子都看不起你，到头来，给女方家做长期劳工，人财两空，一辈子抹不去的耻辱。,1
死老太婆太坏了，二面三刀，家里挑事真有二下，挑散了心才于，坏到及点了,1
死老太婆，太偏心，阿斌回去不要做上门女婿,1
不喜欢老太婆,1
我看到这个老太婆都心里好烦,1
打死克,1
活活该,1
100万就把你逼上梁山了吗！打死我也不干，相比之下自由比钱重要,1
死老太婆,1
死老太婆，你能对阿浜好点吗,1
这该死的啊飞,1
这个死老太婆真不是人,1
为啥不多拍下这个老登的脸，我好截图打印出来放地上垫我拉的屎,1
跟你比我是不是该死啊，我家老头儿来的我家，儿子不随母姓，老头儿把我家骂了一个遍，骂了三十多年了,1
十三点老太婆,1
这个丈母娘真是狗改不了吃屎,1
我爸妈养我容易吗凭什么嫁女方家多丢人啊。,1
看你们段子真恶心,1
我不想知道你嫁给了谁，我就想知道你是怎么得的精神病,1
死老太婆自私自利小人一个,1
本来划走了，我两个儿子我对我老公说好好干，不好干的话别人家嫁女儿你家儿子嫁儿子呢，不是丢脸是丢人,1
我要是上门女婿，不把这个老丈人打的，让他生活不能自理，对不住，还反了天，天天给气受，这女婿太窝囊了,1
不是，这个婚真就非结不可吗？一个个的就跟哈巴狗一样活该被欺负,1
这老太婆还不知道那个女儿好……,1
上门女婿最丢人。,1
小孑无能，更名改姓,1
老婆娘小婆娘,1
死老太婆,1
富婆拉屎吗？,1
这老头，活该他没儿子,1
本科咋混的，老师看见了都觉得丢人,1
阿飞真的是跟她老妈一样恶毒,1
我也觉得不丢人我也想倒插门,1
死老太婆，,1
"这种老太婆口是,心非",1
真男人，有性格，这婆娘活该,1
社会上还真有这种老太婆，坏透了,1
现在哪还有女人在婆家这样的，能这样的只能说太懦弱了，无论招亲还是出嫁，不服就干，结婚是奔着过日子的不是受气的，我结婚13年了，公婆从不敢使我干活，都知道我脾气暴躁，我要是不顺心受罪的还是我老公，不是打他就是骂他,1
这种老太婆只能一个人过,1
看起来做上门女婿真丢人啊这样子的老人不讲道理白活一大吧年龄的人了,1
就是做给你这个老太婆看的，你的老太婆还没睡醒。,1
死老太婆两面三刀是你要你女婿气的个死老太婆,1
吃死老太婆,1
阿斌真的是无能！,1
老太婆做人别太坏了,1
窝囊，就直接说孩子姓的问题呗！,1
老太婆太坏了,1
活该，不结婚就不做上门女婿，,1
这个女人还戴口罩呢，拍出来给我们看看，给女人丢脸，想问问你老公在哪个工地，我去找他，我给他当老婆一个月就要4000。,1
老太婆太坏了,1
老婆子你没有长手吗？饿死你这个老婆子,1
虽然是段子，最后笑屎我了,1
老太婆就得没儿子,1
是人都是越无能越横,1
死老太婆，你那么坏,1
我想去当上门郎，我什么都不要，只要不被她家的人打死就行了，只要她对我好,1
入赘不丢人，时代所需,1
这种男人不能要，狗改不了吃屎,1
这死老太婆真坏，坏透了,1
老太婆缺德,1
老婆子太毒了,1
男人打死都不要做上门女婿！我的切身体会！,1
好男不招亲，好铁不打钉。真不知有多窝囊的男人才会去招亲,1
老辈子改姓，现在没有改的了，过去写文书，并当众念，小子无能，随妻改姓，，现在只在女方生活，孩子都随爸爸姓，只不过给岳父母养老，继承家产而己,1
这个老太婆累性不改太司恶了,1
老太婆，儿媳妇，才在地里干完活，你平什么，让人家给你洗衣服，也不该你的，将心比心，你这样做到老了没有人给你养老了呀？人在做天在看，你不是人家妈，你把儿媳妇，当外人，什么也不管你，你没养过人。,1
这老太婆也太不是人了，,1
我觉得你们永远都想不通一个问题 你保证你自家生女儿 但你能保证你的女儿生女儿？因果循环 报应啊,1
这个死老太婆真不是东西了，没有人情味了，自己有手有脚煮不到饭窝利吗,1
他真该死啊 凭什么,1
这个是明摆着把手机放在架子上拍的，也是在拍戏不可能丈母娘这样对女婿大骂大叫，摔手机要是真实的也只是这男人太无能，没用非要带着这个家里干嘛！就打一辈子光棍，也不要带着这个家里做上门女婿，每天看到你们的视频不就是吵，就是闹没啥意思啊！,1
阿斌太无能了，干嘛要在他们家受那份气,1
我都不敢想象我要是有钱了会有多么道德败坏,1
要这个老太婆可以吃下屎，可能会改变,1
上门女婿统统是窝囊废。有用的男人怎么可能做上门女婿呢？,1
丢人现眼啊男人的苦,1
这个老太婆太坏了,1
狗眼看人低的老太婆,1
这个老太婆就不是个东西太坏了。,1
这男人真够窝囊的，既然这样走就是了，以他这条件在找一个不难，岳父岳母这样也就算了，连自己的老婆也这样对他，还受这罪干嘛,1
老太婆太坏了，连他名字都不会叫吗？,1
这个老太婆太坏了你也不想一想等你老了谁来照顾你,1
来把窝囊税交下,1
这老太婆看到都可狠，阿斌等她老了不要理她,1
这个无能的男人还有脸在姐姐面前“叫”,1
我男朋友以前去他前妻家当过上门女婿，关键他不做饭，不做家务，他前妻父母都不嫌弃他，他和他前妻住在一起五年！和他前妻生有的两个儿子！我好嫌弃他！感到恶心！而且他前妻和他同一个村的！膈应,1
不把养女的门风，老太婆不是好人,1
自己给自己丢脸,1
死老太婆自己不会生儿子，还上门姥，上门姥，有能力生个儿子就没有上门姥了,1
阿飞真不是个人，在我们这里是要被打死的。,1
有些男的南方这样感觉理所应当，反过来就感觉是耻辱了。麻烦请你们所谓的“有些男的”反应一下为什么会有这种剧出现,1
活该   这样就知道女人嫁去你家有多不容易了,1
不感觉丢人 感觉到了幸福,1
狼行千里吃肉，狗行千里吃屎。,1
你这这样缺德的事会有报应的，谁说是拍视频这样缺德的事？你好做吗？亲家母就不是人啊，我看你以后死的地方都没有，你得好死吗？这么好的女士，自己有生不出一个儿子，还要人家的儿子到你家来做上门女婿，你也不把他当了。好的，女儿是个善良的好女子，好姑娘，为你点赞,1
扯起就是一耳屎，你打不过迈？,1
混蛋  还敢打老婆,1
这个死丈母娘迟早会遭报应的,1
因为这个老太婆，我真烦看这家的视频，绝不看!恶心死了！,1
这老太婆有毛病。,1
这个老太婆是拍段子需要还无所谓，要现实生活中这么坏死了可能真要下地狱下油锅,1
这老婆子太不是人了,1
这个死老太婆太坏了,1
这个老婆娘老怪物太可恶了,1
没啥，女人嫁给男人后几乎天天一把屎一把尿的忙活，,1
